Country Name,Year,score_pca_economics,score_pca_wellbeing
Indonesia,2018,-0.05315735908875718,0.6226365348553706
Indonesia,2019,-0.05938411702283819,0.6388907974775309
Indonesia,2020,-0.1510839704500696,0.618656605279118
Indonesia,2021,-0.12816506631348876,0.5966262157999759
Indonesia,2022,-0.1224432738599216,0.6456346243958745
Indonesia,2023,-0.11257771622785145,0.640447657369303
Japan,2000,0.5666690393515628,0.8013377424758558
Japan,2001,0.473623363251599,0.8061390128684449
Japan,2002,0.4346978233659707,0.8100110052343333
Japan,2003,0.4871322242986597,0.8109884681364525
Japan,2004,0.5579004381965618,0.8148019502763169
Japan,2005,0.5667449075190899,0.8137418848515774
Japan,2006,0.5463228244429306,0.8189183083324569
Japan,2007,0.5528704334346968,0.8215306124400497
Japan,2008,0.6141315642476632,0.8226663969144147
Japan,2009,0.6036180836128089,0.84966744218589
Japan,2010,0.6707828086568516,0.8691785268153924
Japan,2011,0.75743818544219,0.8448661717933008
Japan,2012,0.7773375954170835,0.858911933982949
Japan,2013,0.637552491645307,0.8760827192338596
Japan,2014,0.5996220356293737,0.8824616554957933
Japan,2015,0.5452021561210326,0.8936755075585847
Japan,2016,0.6335815962756716,0.8811435621582411
Japan,2017,0.6342362198234812,0.8827646362766113
Japan,2018,0.662976860690623,0.8691072317525086
Japan,2019,0.6757690940289909,0.8697742678909653
Japan,2020,0.6547720983542958,0.8823379615820598
Japan,2021,0.6511393228101221,0.8807237710777974
Japan,2022,0.5316666664568593,0.8743840289483462
Japan,2023,0.5099413054968538,0.8750173148139918
Poland,2000,-0.6679053795620722,0.7200882090877213
Poland,2001,-0.7769608978478614,0.7292240038012776
Poland,2002,-0.8655242108550404,0.7154275937984709
Poland,2003,-0.8655242108550404,0.7057646456697504
Poland,2004,-0.8655242108550404,0.6663632143526788
Poland,2005,-0.8655242108550404,0.6989163987031729
Poland,2006,-0.8655242108550404,0.7162427310231103
Poland,2007,-0.8655242108550404,0.7273436720269676
Poland,2008,-0.8655242108550404,0.7384983466304563
Poland,2009,-0.8655242108550404,0.7420165038425444
Poland,2010,-0.8655242108550404,0.7525634246314212
Poland,2011,-0.8655242108550404,0.7588962831467647
Poland,2012,-0.8655242108550404,0.7623875735590366
Poland,2013,-0.8655242108550404,0.7645827560837501
Poland,2014,-0.8655242108550404,0.7772367080093943
Poland,2015,-0.8655242108550404,0.7889454028278633
Poland,2016,-0.8655242108550404,0.8028954627821783
Poland,2017,-0.8655242108550404,0.8222826436277499
Poland,2018,-0.8655242108550404,0.8132274491725289
Poland,2019,-0.8655242108550404,0.836874875043879
Poland,2020,-0.8655242108550404,0.8197919263050625
Poland,2021,-0.8655242108550404,0.8049923113377929
Poland,2022,-0.8655242108550404,0.8249243790270677
Poland,2023,-0.8655242108550404,0.8495288269695229
"Poland, Republic of",2003,-0.8557865627167558,0.6582253656138589
"Poland, Republic of",2004,-0.8402720611309916,0.6582253656138589
"Poland, Republic of",2005,-0.7684576009176405,0.6582253656138589
"Poland, Republic of",2006,-0.5915121662095935,0.6582253656138589
"Poland, Republic of",2007,-0.39838558818697134,0.6582253656138589
"Poland, Republic of",2008,-0.26692936937441397,0.6582253656138589
"Poland, Republic of",2009,-0.3852404099663798,0.6582253656138589
"Poland, Republic of",2010,-0.442227082896525,0.6582253656138589
"Poland, Republic of",2011,-0.45901379736435627,0.6582253656138589
"Poland, Republic of",2012,-0.5145069707132466,0.6582253656138589
"Poland, Republic of",2013,-0.5221269248834197,0.6582253656138589
"Poland, Republic of",2014,-0.442821495030668,0.6582253656138589
"Poland, Republic of",2015,-0.40238797039991325,0.6582253656138589
"Poland, Republic of",2016,-0.3543928658226373,0.6582253656138589
"Poland, Republic of",2017,-0.29242017616701566,0.6582253656138589
"Poland, Republic of",2018,-0.22652696618626914,0.6582253656138589
"Poland, Republic of",2019,-0.23064106737725495,0.6582253656138589
"Poland, Republic of",2020,-0.24769375477013958,0.6582253656138589
"Poland, Republic of",2021,-0.29745634288355804,0.6582253656138589
"Poland, Republic of",2022,-0.45384561360421466,0.6582253656138589
"Poland, Republic of",2023,-0.4733070097983945,0.6582253656138589
South Africa,2000,-0.47939452526418497,0.15974970468016042
South Africa,2001,-0.6232888436422552,0.1233377830939633
South Africa,2002,-0.7274337459212785,0.08164824998606561
South Africa,2003,-0.6963722516762011,0.04343008702345764
South Africa,2004,-0.5727706511602217,0.02007108163397984
South Africa,2005,-0.5467798424006451,0.0
South Africa,2006,-0.5062785134124955,0.012623601443513422
South Africa,2007,-0.491898435597018,0.03120215492488139
South Africa,2008,-0.5017315551328931,0.054098754196731685
South Africa,2009,-0.5657518305003966,0.07152344978356495
South Africa,2010,-0.5985245091236953,0.08954081832203309
South Africa,2011,-0.6003334635626574,0.11514000105004671
South Africa,2012,-0.6311400527748194,0.13254054128044532
South Africa,2013,-0.6548847607673374,0.14311123130629025
South Africa,2014,-0.6977809866537961,0.1557280541413507
South Africa,2015,-0.7391009362551558,0.16799073973589024
South Africa,2016,-0.8306999795161608,0.1778121772201245
South Africa,2017,-0.8643788351967485,0.18730905570703482
South Africa,2018,-0.8632177458914833,0.19159887897601086
South Africa,2019,-0.9553403076957785,0.19646726393586822
South Africa,2020,-1.0063966534739675,0.18347079278216177
South Africa,2021,-1.23382204918141,0.13916143401708203
South Africa,2022,-1.238726390698246,0.18776061605113764
South Africa,2023,-1.2255916352845166,0.19742682966708647
United States,2000,0.11160648795194988,0.6625563681929262
United States,2001,0.07658581761712191,0.6584573239660421
United States,2002,0.020112645525958928,0.6626369685923739
United States,2003,0.01737261663048989,0.6585110575656739
United States,2004,0.04323661182044436,0.6690311115547353
United States,2005,0.06609624786223,0.6579570373506938
United States,2006,0.10101673901882535,0.6552422523993151
United States,2007,0.08470839499756944,0.6677811862783092
United States,2008,0.03416954146545492,0.6685039581395706
United States,2009,-0.1649002236363964,0.677612886053311
United States,2010,-0.1733045438139892,0.6880523396429248
United States,2011,-0.15684893888165907,0.6756208729631938
United States,2012,-0.11200717975923635,0.677031999038515
United States,2013,-0.06900932632216861,0.6811847768650305
United States,2014,0.010136407868958974,0.6715218287363101
United States,2015,0.07037335898645736,0.6721564493507377
United States,2016,0.07934284865944441,0.6727910699651654
United States,2017,0.10971834749588005,0.67140681068966
United States,2018,0.1542835585183827,0.6672808996629607
United States,2019,0.1765292391062424,0.6679961206768357
United States,2020,-0.05755146372714737,0.6687935243318242
United States,2021,0.0748121502975232,0.6637567738451517
United States,2022,0.16513000118112453,0.6516628105990965
United States,2023,0.19229515899620564,0.6637014578627419
